Gene_Symbol,GC10_P,GC10_T,GC01_P,GC01_T,GC02_P,GC02_T,GC03_P,GC03_T,GC04_P,GC04_T,GC05_P,GC05_T,GC07_P1,GC07_P2,GC07_T,GC08_P,GC08_T1,GC08_T2,GC09_P,GC09_T
HLA-E,12445.7498787252,16594.1482983017,15737.7787893762,16637.4092343441,13118.6460879862,16222.8658714676,7414.85550000447,9590.91093831356,7831.97264682107,8384.7015755279,20314.087659334,18824.8358096673,8828.52845317751,10884.026099207,17986.6412925519,12971.6411754349,8855.39647667546,16911.6167801896,13187.653120991,20331.6285616071
COL3A1,7925.32242061817,21258.7875487199,13363.4146128573,37601.1100736246,26313.1626710825,47635.8025120459,2899.39054007213,42778.8670589732,9199.89671587172,25697.8606167785,10707.5935025763,9624.3942091064,5406.87743415255,5785.25504739865,66963.5872260186,4056.25329624247,6473.07971971977,17646.8539461098,12929.23077106,107455.678127053
RPL11,14745.2160427088,8673.02754259037,10391.6977047864,7994.98053825518,14338.1504679762,10020.451240528,18912.1004923951,15216.7705248864,16996.440812028,5170.92814796599,13615.2276720828,12819.9011772486,21429.5027220154,29493.9180415984,8196.63056129821,14065.5249941217,10559.6096867978,9006.67471651732,10913.187254575,13258.3669943517
TXNIP,11024.0264181777,8038.97637433476,15618.5206618412,16515.0583151366,11195.2744282619,13013.4034357935,13946.8538232665,14505.6178751847,12941.0320932531,18421.9030194069,21112.1189890575,26061.4029908783,15214.7341713115,21260.30405992,5753.53390641936,10732.6996188415,8380.34801541977,8196.98538136463,10399.3936562383,12258.4998917424
MYH9,12270.3115273429,10264.8742981459,14868.7015051436,13209.628529857,11519.3862389011,14056.5391879179,7528.1454444411,9835.40967322914,9448.10844170054,8332.8565665845,13467.2648661046,15140.5610634069,7473.75777940143,6752.33370928807,20539.0814006264,14261.8281692848,23887.3665257956,17706.1006326768,13503.9978891502,7601.08208050779
RPS14,16472.9531296235,7442.64186157966,12559.8318503275,11313.9431713149,16106.7687909295,10200.2681702939,11460.8483293732,12865.5156714475,11078.0644341039,30681.8210238344,12492.9201943767,11208.5197522752,17059.7608548807,25994.6422166563,8637.62497907321,20891.4380648174,15118.4155399617,11780.1283263582,14950.2711275813,19924.1896079719
PABPC1,13684.6621412685,8006.75377038638,15226.5389998525,18660.19492825,20873.3893740699,9898.51525545416,8861.91512691455,9610.97726417689,10112.0835509182,33374.3543365742,12967.6883943804,12107.337301747,11638.4043265581,14328.4915540292,11377.5446532169,17095.8657701488,17378.9044776355,10426.8286354303,12971.1728788851,9078.88107055777
RPSA,13014.8066972128,7633.31239766525,11625.6643104551,9452.17557961956,18310.7436717951,10672.5423726892,12808.4583927365,10131.1566857408,12223.6478494151,19261.9125303924,12000.1464016245,11069.0167678339,16125.3825709001,21791.3478957768,13613.6525368425,18955.2816092158,15909.0846471841,12027.9475022796,12019.3286191228,16747.6523874171
RPL27A,12332.3527276482,7765.36401100338,11294.6193349375,9507.0910767509,16082.347121361,12091.6032383873,10832.3256194967,12068.743306043,11388.1161115105,4255.56276495302,11884.1148326147,12381.7165988614,12981.1556730399,21437.1516395832,12966.5239048198,19327.5729655745,12631.373212595,10660.128208834,13150.6220270388,16525.2202374087
RPS19,12447.1021502598,7922.32111816663,10648.9213033527,11920.708796695,26336.8538151122,14311.6925569333,10106.7265627473,9468.57542044363,9360.45562798417,11802.0481014956,10622.339333468,11446.8437168007,9850.15735697023,14327.3067844557,14062.4108869567,16638.0670340358,16985.5282126947,13019.088693034,12731.4463394708,17954.9051717469
HSPA8,19310.3070859892,12156.6274552812,7565.53463640559,8913.27250530189,16622.493936738,13288.1542401492,11602.5700021675,9376.97044446251,11863.9774306965,9735.52023102684,10875.8502922043,7717.15349323741,15168.1183698216,13874.4124107346,8016.75477313036,20685.6486690209,14178.8626922455,12197.3327761493,10115.5441624837,13233.3940675485
RPL29,14490.1310894352,7607.12083258012,10742.559393902,7658.39885251972,15482.3521858344,10572.3859100182,12350.1564365662,12094.1048012902,11217.7205353364,552.036356484794,11700.5569502819,10550.50219655,13523.5460508719,18703.8939806682,7656.37844927949,16764.6121808747,15466.9225478235,8616.75070507741,12489.070591261,15769.6782620514
RPL19,14860.1739669632,9372.58991145219,10426.3395549225,8385.041689837,14804.4253648992,10128.922011937,11612.0236874945,11457.0271272868,10450.0323863595,4964.80625379156,10992.0412754954,10330.9405694461,16198.1094290685,22498.6101431608,16924.8822230153,16081.1608524163,15985.820632446,14436.2624108846,12064.7030755046,16487.7154229785
CALR,13652.4364491669,13152.784991602,13024.3604737692,10987.5840326221,14673.1370944421,18723.0799510675,9407.32568032208,10923.1055803894,9124.47025717061,8060.95901504903,15904.8689950535,15713.0966803261,8975.37799850589,10676.529308564,23876.5150145508,20464.311767538,10778.0001974213,9876.01222421191,10803.3726239763,12244.1697030023
HSP90B1,12604.2694249886,10252.6789338391,10506.6856121893,12291.5836092512,18174.2825064721,17538.1370190552,8458.14653504063,8381.22023991312,9383.1133500736,11376.5011385198,13107.4347702649,11353.4981423543,10790.8466052969,10761.8807973374,19655.2839379185,20752.0113876443,11315.4554821019,12477.7627738913,11823.3631829472,11923.7864913659
MUC6,26923.2576080145,1349.06685297312,52448.5495640329,18.7759106786627,8199.41620261598,14308.3968621439,38905.5034491121,26830.7073592104,24632.4203835571,1376.32508452565,25190.5997889735,22777.7008535136,15372.4096447634,17386.0186226739,0.82890404173677,8791.33450356049,1543.86991736724,2.25156256418167,8248.298914274,49.3264307327437
CST3,11296.1732671204,9659.89030759764,10102.0255276827,6416.35480452336,12212.8055426076,7238.05737414414,16854.6718186191,13140.3224279708,14202.869394916,23099.4642782134,12499.4419446171,8319.79862362332,17026.13769768,23235.3586097938,11275.2917709834,9116.74859026399,7922.96681380461,9262.88810025164,11379.827938179,12249.4214119453
SLC25A6,11524.12068739,3515.30065631664,7775.75267676842,4629.16931610368,20165.0262696507,14232.0075656609,11965.2261092347,8808.20895540016,12008.7727621583,12340.8199155331,8600.70681496104,7155.91472290066,11107.3323326872,13356.5993522189,6569.07674383322,15106.9251518751,8984.51348409509,8021.40751713846,13974.7618151235,11420.190652534
GKN1,7388.62037100261,0.0,246014.16131941,0.0,38509.1620822197,15007.562467467,52.7924771084878,62008.5132477727,15237.9232635193,526.003434119766,154830.189547525,79088.4134773024,331114.095062448,722716.84136451,157.032306829229,2104.13931196595,251.256264059386,0.0,23361.868080336,0.0
RPS16,11656.6888064884,8566.79838617642,8164.81338148154,7779.07062662495,16172.1844147033,10683.0774096316,12356.8321575379,11280.7726372889,10192.0351713857,3869.46634398432,10864.691018399,10516.4120823105,11990.144759384,16346.7919732378,13056.9561511948,14943.8115281002,11541.5565454033,8453.48271612463,10795.4737802769,13672.1982192674
RPL12,12316.4120233074,5376.77612996822,11139.5389131517,10160.0563959812,14244.2665034723,8671.90075425125,10944.5587456693,11355.6544426384,10289.9796793972,3408.93570717952,10419.5731591564,9235.32680702875,14954.3412509034,20692.7467109918,9333.92777326059,18876.9082090987,15945.0435597999,10925.407420408,12179.9265686919,18622.290113816
MYL6,10001.8251353958,13818.360958629,8342.9260964701,7044.74446139402,11463.5395417889,11205.1251848277,6839.43419525672,11321.2957335529,7137.84331931566,4258.8397145058,11195.4235803052,8693.18980145178,10702.4828878154,16037.1274025684,18343.9709843186,16054.102594301,9996.68597181872,7812.24943029185,11630.3860297915,15245.3494241066
ATP5F1B,13906.5334325042,7392.44166910879,8906.60729956054,4569.32751760063,10628.9691357421,9092.7013238031,12858.6829843454,12813.6632927955,16238.2609651778,14810.6752516293,9591.09854648021,7027.34036713056,13379.9609679866,14437.4868733708,8605.75032556291,18586.9531987525,11349.6266271709,8865.11702209779,11229.8655766436,7945.03592352164
HSP90AA1,11731.3561958519,21571.2331683377,6319.47824437062,11233.2384683795,24158.5172648287,19240.2734051,6858.60296069035,6559.2099908753,9746.39952114129,11659.0794736037,11786.0986852075,6908.82892023031,9862.823116978,8146.86745043812,10456.0733049679,24866.1641612545,21769.4198053695,11468.4728573108,8222.26499378268,9697.39844988228
RPL14,14257.3699555697,7292.71864394972,10445.4629379025,6664.57076169836,13334.1748018248,8282.36752900322,11653.5347049461,10974.8819126814,10285.6159747173,1157.2822546895,10955.3569580409,10448.8633910938,14099.8543975054,18501.0141899833,10060.9403665316,13569.0414887086,13392.0646365952,7797.61524687256,10097.7877583871,12771.3743193476
HNRNPA2B1,9846.52247358943,17670.0783318836,10580.5250131515,11124.9016137149,11391.1259636331,10790.3085540555,9963.4075984292,9513.74121805599,10586.3851330865,15125.4950602366,10178.5900652473,10671.2655245475,10646.1154130476,9960.35781989168,11883.3033052579,13941.1238914203,16222.6044035769,17265.834687486,9643.34169701395,9714.6083826827
CD63,7829.95358561143,15544.4943809918,11033.2595201959,8867.66674960978,13669.0293067975,13168.2805876808,8068.71264986132,10024.5067269357,7561.02198145817,11534.6235153985,10825.8606755068,8146.97000251512,11615.4536115118,16175.8283171044,13590.454975135,10356.7513853633,8032.21303624051,7733.32122679874,7451.38503928699,19225.6567951087
RACK1,9249.11759283019,4366.55370665701,9750.7675014038,7382.91241547264,16440.4445080445,10864.9302217786,10570.309180263,8255.44644818185,11989.5604115652,10160.5803628214,10517.6860863637,9583.13799400364,12331.088147761,13941.3244393461,8108.24257916847,15900.0467266478,11084.7668427634,9540.59531566805,11477.2492783836,13176.6080226507
RPL30,11353.314725442,8491.21255408035,8154.45812970937,10593.8344002134,12949.4343865672,7397.82461077312,12151.7493070821,11830.0225309836,10046.5636058122,1795.58734455441,10492.3690879828,9741.80703455167,14675.8031167444,20117.3652237898,8786.77854282941,13451.070722736,13620.5919823867,7700.05403876302,9010.09395694413,12856.0507643858
RPS20,11193.8586182596,7422.92801136551,7518.17469429108,11187.4815141493,12340.8285399335,7240.23704998403,11025.8457234667,8269.77953323617,9608.7247563263,20788.155720241,9394.848599153,8546.48048441106,15245.1367986683,21756.7039216607,10037.7753835836,11826.1725894803,12312.1183980593,8522.53960699691,8872.13883332399,14149.4276680049
DDX5,11637.2804782629,15213.9472150919,9096.59245725939,10358.4465657408,7430.05724680091,7974.78343332003,10650.2142423491,9627.55116201519,10798.7394779591,24031.0289701807,11319.2829156397,12128.7742917389,13388.4103587049,6686.78514000995,7802.86147830079,9164.46725192032,9370.15412035003,9173.61216466188,12293.8408555322,13219.9244547956
TAGLN2,10424.4707032521,12118.943164339,17364.9253499945,7095.95928375111,12094.2429181268,12324.5929866618,4104.08359955176,10520.314172425,8294.47288391289,3799.26285094045,12616.3703290026,8601.8621526434,11315.5011951914,14449.9149488948,11524.1712875541,9664.72315225072,8964.2022744573,5163.87659983782,7152.10557265998,12893.0824261653
RPS27A,9292.08737489003,4472.97838488462,7384.28323089336,7965.40666758086,13108.4534869782,8865.11082879316,12906.6937211876,10856.727856661,11086.4899108213,28170.0843847742,11192.9348371198,10555.4598085378,12267.1839075202,16349.0167967404,6122.54898797943,9879.79744107557,10378.3335307952,8695.76599643498,8478.85739631999,11456.1288484491
RPL37A,10720.0347687895,5122.39848802859,6341.69221544758,7915.7795217738,10985.9972434665,7503.50641401035,10654.4090081501,10293.9345548519,9481.29824436062,10339.6753231485,9318.75213367514,9032.1340759368,12909.7585277517,22035.1073353771,11502.5784482697,13823.316004909,14167.0287520554,10539.3686650632,8621.32522807151,12194.1134865092
RPS17,10980.1593486824,8523.47040225014,6338.57220392466,5620.60477919683,15166.6963757609,10373.0654544605,11812.8319562173,9465.80817688138,11387.2799411738,3535.37219135142,8810.65238551588,8685.05853004509,14922.6259296304,20911.6657709452,7528.59364372402,15044.3797144823,16247.9929999175,10460.6936825497,9687.85028454145,13891.7299640211
TMSB10,10566.2333186881,11888.8578912137,10220.2446193257,12093.4727815285,17005.4527937543,17263.0233094813,5136.72983366904,8087.56906657708,6078.72935086872,5686.10002950025,11372.3776823777,11046.2675161363,6333.95575803477,8715.98163912515,29713.5781832902,8070.43822680962,9479.56740096879,11530.999151635,8888.70503108731,21382.2382080439
RPL28,10513.471061711,5253.77079692879,8441.94343403894,7469.97029227758,17813.7213953668,13666.8221964993,7480.22497808339,8489.63124032483,8478.53004355647,1976.10762442493,11060.2796805047,12555.6015043929,7304.82336599272,10267.6027397265,8055.82970916892,15444.0832736384,13087.8539245911,10930.9712453512,10523.8935009244,14847.7159321169
GNAS,9836.74908305868,13772.2483154707,10894.1555677532,6833.63094962095,23150.3572325988,14988.9442233708,12873.5248210865,9620.19675266424,10458.8606271264,18065.7134249952,9948.43453575663,8231.49904124343,14338.0095049071,17526.3832470681,17583.458123932,8072.59803157209,10280.6868631872,6355.70614579874,9401.07592640696,9956.49413467446
RPL17,12715.4635559252,4672.65478481638,8099.4780937155,6414.52069201352,12100.2108407291,9001.62335928023,13090.8508770832,10922.2696572533,10454.511440812,11648.7932038769,10222.050255062,9944.2621994045,15990.9626488625,21677.9519148967,5600.36945332451,14310.7886515492,5732.29463866004,5741.89096711318,9726.91534238755,15536.081117959
RPL5,13989.787603099,5621.17892948784,8739.93939357861,7316.60297017839,11055.526111545,7844.77579287623,11788.6070157617,11071.8405827333,9352.37729707393,11053.3599257159,9595.21524268316,8935.46648302877,14384.6477338441,18960.885442173,9739.05780274202,15141.7352251728,10121.7439464185,8311.53680003655,10493.8772090102,12630.0423751327
IGFBP5,13136.9500216598,2375.29635902334,6460.33504058946,12187.8802049167,12813.7332997992,17130.406954129,10822.8612058679,12285.7330036143,15572.1389542324,17232.4842788651,9459.88427306533,5142.08334322759,9691.48900026122,10949.9189454544,17581.3055405383,5263.9356847595,5734.81280192205,5543.05833852385,8053.01297398178,8262.52756516696
CTSD,8309.80199431022,20157.4268433087,9937.97733093246,13661.5585450555,16473.0581614043,18202.4134353357,7614.84291689725,8088.74483237077,9680.31619245906,14803.02485191,9281.53978923055,8192.32734794112,8437.5486025664,10937.0424669326,19410.1634400856,10423.9003921606,6339.64791232532,9464.4031629108,11249.7133980532,33158.9646673719
ATP1A1,8175.48547967001,12202.4504037341,10766.0646545776,11896.2410328307,15932.6486072193,10155.895306322,5267.24587504671,6789.59761190916,6990.52415298359,10135.9292480994,9552.29210380041,8350.71321327444,7647.79923680955,7042.47478388258,15261.3189480425,36226.5682610458,32008.632966477,42774.2592835462,22429.1701874386,8826.23839957306
PPIA,9726.2703012732,18217.9479079174,9430.55067249433,9847.9632143344,13217.5641206729,13872.2663104266,6297.04281190861,8920.14836392907,7947.14365926044,8107.39852139644,10421.8027990183,8884.7302268113,9269.98981780104,12474.7077763386,16908.0894920506,14644.4231189845,15946.08682506,16132.5097738129,9854.09984752771,14911.6911918222
APP,11006.2939642175,6873.35301818913,11708.9707541313,8335.15032454426,12899.0760855524,12381.5677513916,8638.03687152802,10017.9047901294,11344.4541182451,10138.8302134669,12085.194360448,9034.69141384648,8352.80010717831,7247.16610272551,12278.0203017444,16085.1716472509,8826.12073988355,9611.72740054086,11944.5625689386,9491.56322006397
PFN1,8956.08576315722,9987.4163544833,10312.6022422124,6341.58174434375,11449.9668152478,11867.2525639194,3689.56977490508,6837.10363517108,6226.26695785605,2181.78010243441,9831.73355580155,10073.1024547511,5742.42304350543,8093.17352392351,11988.0536576494,17086.4356228227,11779.2816233103,11438.4890087239,11020.3786904411,13779.779220663
